date,open,high,low,mstr
2025-06-24 16:00:00,378.11,382.45,378.11,381.52
2025-06-24 17:00:00,381.51,383.22,380.05,382.055
2025-06-24 18:00:00,382.03,382.23,378.16,378.94
2025-06-24 19:00:00,378.73,379.34,375.71,377.25
2025-06-25 14:00:00,385.5,388.56,379.48,383.33
2025-06-25 15:00:00,384.28,385.01,381.38,382.35
2025-06-25 16:00:00,382.64,386.605,382.54,385.44
2025-06-25 17:00:00,385.74,387.0,382.89,383.92
2025-06-25 18:00:00,383.74,387.15,383.685,387.14
2025-06-25 19:00:00,387.06,389.625,386.12,388.715
2025-06-26 14:00:00,387.75,389.9,384.69,387.34
2025-06-26 15:00:00,387.465,387.54,384.63,387.4
2025-06-26 16:00:00,387.4,390.5,385.95,386.345
2025-06-26 17:00:00,386.345,388.36,385.6,387.91
2025-06-26 18:00:00,387.8,387.84,384.15,385.25
2025-06-26 19:00:00,385.27,388.4,385.24,386.48
2025-06-27 14:00:00,386.89,396.49,386.89,392.03
2025-06-27 15:00:00,392.13,397.99,391.76,397.255
2025-06-27 16:00:00,397.09,397.235,392.6,395.99
2025-06-27 17:00:00,395.88,396.45,389.11,390.315
2025-06-27 18:00:00,390.43,391.99,384.44,385.86
2025-06-27 19:00:00,385.915,388.45,383.795,383.82
2025-06-30 14:00:00,391.21,395.19,389.425,393.44
2025-06-30 15:00:00,393.48,401.63,392.74,401.35
2025-06-30 16:00:00,401.35,405.12,400.17,402.92
2025-06-30 17:00:00,403.04,405.445,401.52,403.97
2025-06-30 18:00:00,403.88,407.31,403.82,406.17
2025-06-30 19:00:00,406.25,407.06,399.75,404.26
2025-07-01 14:00:00,390.49,393.65,380.435,380.82
2025-07-01 15:00:00,380.64,383.01,377.395,379.13
2025-07-01 16:00:00,379.065,380.54,376.89,378.71
2025-07-01 17:00:00,378.95,381.52,378.95,379.62
2025-07-01 18:00:00,379.92,382.11,377.4,378.13
2025-07-01 19:00:00,377.79,379.33,372.97,373.38
2025-07-02 14:00:00,383.4,386.18,379.9,381.91
